name,facebook,twitter,website,genre,mtv
 John Legend ,http://www.facebook.com/22516413022,http://www.twitter.com/johnlegend,http://www.johnlegend.com/,R&B/Soul,http://www.mtv.com/artists/john-legend/biography
 Cole Swindell ,http://www.facebook.com/coleswindellmusic,http://www.twitter.com/coleswindell,http://www.coleswindell.com/,Country,http://www.cmt.com/artists/cole-swindell/biography
 Justin Moore ,http://www.facebook.com/10206465235,http://www.twitter.com/justincolemoore,,Contemporary Country,http://www.cmt.com/artists/justin-moore/biography
 Jewel ,http://www.facebook.com/6969468687,,http://Jeweljk.com,Contemporary Folk,http://www.mtv.com/artists/jewel/biography
 Maddie & Tae ,,,,Country,http://www.cmt.com/artists/maddie-tae/biography
 Chris Young ,http://www.facebook.com/5607024476,http://www.twitter.com/chrisyoungmusic,http://chrisyoungcountry.com,Contemporary Country,http://www.cmt.com/artists/chris-young/biography
 Hunter Hayes ,http://www.facebook.com/54148473117,http://www.twitter.com/hunterhayes,http://www.hunterhayes.com,Country,http://www.cmt.com/artists/hunter-hayes/biography
 Canaan Smith ,http://www.facebook.com/canaansmithmusic,http://twitter.com/canaansmith,http://canaansmith.com,Country,http://www.cmt.com/artists/canaan-smith/biography
 Madonna ,http://www.facebook.com/10584534401,http://www.twitter.com/madonna,http://www.madonna.com,Pop,http://www.mtv.com/artists/madonna/biography
 Albert Phillips ,,,http://albertphillips.wix.com/albert-phillips,Rock,http://www.mtv.com/artists/albert-phillips/biography
 Brantley Gilbert ,http://www.facebook.com/140565173855,http://www.twitter.com/brantleygilbert,,Contemporary Country,http://www.cmt.com/artists/brantley-gilbert/biography
 Coldplay ,http://www.facebook.com/15253175252,http://www.twitter.com/coldplay,http://www.coldplay.com/,Rock,http://www.mtv.com/artists/coldplay/biography
 Jay Z ,http://www.facebook.com/48382669205,http://www.twitter.com/s_c_,http://www.jay-z.com/index.php,Hip-Hop/Rap,http://www.mtv.com/artists/jay-z/biography
 Lady Gaga ,http://www.facebook.com/10376464573,http://www.twitter.com/ladygaga,http://www.ladygaga.com,Pop,http://www.mtv.com/artists/lady-gaga/biography
 Lil Fizz ,,,,,http://www.mtv.com/artists/lil-fizz-2/biography
 Iggy Azalea ,http://www.facebook.com/283647554985776,http://www.twitter.com/iggyazalea,http://iggyazalea.com,Hip-Hop/Rap,http://www.mtv.com/artists/iggy-azalea/biography
 Chase Rice ,http://www.facebook.com/ChaseRiceMusic,http://www.twitter.com/chasericemusic,http://www.chaserice.com,Country,http://www.cmt.com/artists/chase-rice/biography
 Danielle Bradbery ,http://www.facebook.com/pages/Danielle-Bradbery/173145822836649,https://twitter.com/Dbradbery,http://www.daniellebradbery.com,Country,http://www.cmt.com/artists/danielle-bradbery/biography
 Dustin Lynch ,http://www.facebook.com/56789329333,http://www.twitter.com/dustinlynch,http://www.dustinlynchmusic.com,Country,http://www.cmt.com/artists/dustin-lynch/biography
 Kacey Musgraves ,http://www.facebook.com/117664178308367,http://www.twitter.com/kaceymusgraves,http://kaceymusgraves.com,Country,http://www.cmt.com/artists/kacey-musgraves/biography
 Alan Jackson ,http://www.facebook.com/214715745346,http://www.twitter.com/officialjackson,http://www.alanjackson.com/,Country,http://www.cmt.com/artists/alan-jackson/biography
 Backstreet Boys ,http://www.facebook.com/5736008378,http://www.twitter.com/backstreetboys,http://backstreetboys.com/,Pop,http://www.mtv.com/artists/backstreet-boys/biography
" Hank Williams, Jr. ",http://www.facebook.com/hankjr,,http://www.hankjr.com,Outlaw Country,http://www.cmt.com/artists/hank-williams-jr/biography
 The Vamps ,http://www.facebook.com/thevampsofficial,http://www.twitter.com/thevampsband,http://www.thevamps.net/,Pop/Rock,http://www.mtv.com/artists/the-vamps/biography
 Jaden Smith ,,,,,http://www.mtv.com/artists/jaden-smith/biography
 JoJo ,http://www.facebook.com/328378178454,http://www.twitter.com/jojoistheway,,Rock,http://www.mtv.com/artists/jojo/biography
 Kendrick Lamar ,http://www.facebook.com/241273033091,http://www.twitter.com/kendricklamar,http://www.topdawgmusic.com,Alternative Rap,http://www.mtv.com/artists/kendrick-lamar/biography
 Becky G ,http://www.facebook.com/124246031006978,http://www.twitter.com/iambeckyg,http://www.iambeckyg.com/,Pop,http://www.mtv.com/artists/becky-g/biography
 Josh Turner ,http://www.facebook.com/6812879574,http://www.twitter.com/joshturnermusic,http://www.joshturner.com,Country,http://www.cmt.com/artists/josh-turner/biography
 Brad Paisley ,http://www.facebook.com/6791933097,http://www.twitter.com/bradpaisley,http://www.bradpaisley.com,Country,http://www.cmt.com/artists/brad-paisley/biography
 Gwen Stefani ,http://www.facebook.com/gwenstefani,,http://www.gwenstefani.com,Pop,http://www.mtv.com/artists/gwen-stefani/biography
 Mikel Knight ,,,http://www.mikelknight.com,Urban Cowboy,http://www.cmt.com/artists/mikel-knight/biography
 Rachel Platten ,http://www.facebook.com/20355988,http://www.twitter.com/RachelPlatten,http://www.rachelplatten.com,Pop,http://www.mtv.com/artists/rachel-platten/biography
 Reba McEntire ,http://www.facebook.com/14969940796,http://www.twitter.com/reba,http://www.reba.com,Contemporary Country,http://www.cmt.com/artists/reba-mcentire/biography
 Darius Rucker ,http://www.facebook.com/6127267798,http://www.twitter.com/dariusrucker,http://www.dariusrucker.com,Country,http://www.cmt.com/artists/darius-rucker/biography
 Florida Georgia Line ,http://www.facebook.com/116073551774748,http://www.twitter.com/flagaline,http://floridageorgialine.com,Contemporary Country,http://www.cmt.com/artists/florida-georgia-line/biography
 Barbra Streisand ,http://www.facebook.com/45552760123,http://www.twitter.com/barbrastreisand,http://www.barbrastreisand.com/,Pop,http://www.mtv.com/artists/barbra-streisand/biography
 Fall Out Boy ,http://www.facebook.com/7218745779,http://www.twitter.com/falloutboy,http://www.falloutboy.com,Alternative,http://www.mtv.com/artists/fall-out-boy/biography
 Prince ,,,,R&B/Soul,http://www.mtv.com/artists/prince/biography
 K. Michelle ,http://www.facebook.com/120589051291485,http://www.twitter.com/kmichelle,http://www.thekmichelle.com,R&B/Soul,http://www.mtv.com/artists/k-michelle/biography
 Little Mix ,http://www.facebook.com/126963587405355,http://www.twitter.com/littlemix,,K-Pop,http://www.mtv.com/artists/little-mix/biography
 BLACKBEAR ,http://www.facebook.com/iamblackbear,,http://listentoblackbear.com,R&B/Soul,http://www.mtv.com/artists/blackbear/biography
 Calvin Harris ,http://www.facebook.com/19366141168,http://www.twitter.com/calvinharris,http://www.calvinharris.co.uk,Pop,http://www.mtv.com/artists/calvin-harris/biography
 Jana Kramer ,http://www.facebook.com/138689379520797,http://www.twitter.com/kramergirl,http://www.janakramer.com,Country,http://www.cmt.com/artists/jana-kramer/biography
 Kenny Rogers ,http://www.facebook.com/195145647182518,http://www.twitter.com/_kennyrogers,http://www.kennyrogers.com,Country,http://www.cmt.com/artists/kenny-rogers/biography
 T.I. ,,,,Hip-Hop/Rap,http://www.mtv.com/artists/ti/biography
 Troye Sivan ,,,,,http://www.mtv.com/artists/troye-sivan/biography
 Brothers Osborne ,,,,Country,http://www.cmt.com/artists/brothers-osborne/biography
 Rita Ora ,http://www.facebook.com/84441843600,http://www.twitter.com/ritaora,http://ritaora.com,Pop,http://www.mtv.com/artists/rita-ora/biography
 TLC ,http://www.facebook.com/482451925128012,http://www.twitter.com/officialtlc,http://www.legacyrecordings.com/a/#/artist/tlc/1294/,R&B/Soul,http://www.mtv.com/artists/tlc/biography
 Aaliyah ,http://www.facebook.com/264955503544740,http://www.twitter.com/aaliyahhaughton,http://www.aaliyah.com/aaliyah/default.html,R&B/Soul,http://www.mtv.com/artists/aaliyah/biography
 Kirk Franklin ,http://www.facebook.com/75422347025,http://www.twitter.com/kirkfranklin,http://www.nunation.com/,R&B/Soul,http://www.mtv.com/artists/kirk-franklin/biography
 Kid Rock ,http://www.facebook.com/21626405048,http://www.twitter.com/kidrock,http://www.kidrock.com/,Rock,http://www.cmt.com/artists/kid-rock/biography
 Skrillex ,http://www.facebook.com/119702488081975,http://www.twitter.com/skrillex,http://fb.com/skrillex,Electronic,http://www.mtv.com/artists/skrillex/biography
 Ed Roman ,http://www.facebook.com/251250674901750,http://www.twitter.com/specialedroman,http://edroman.net/home/,Folk-Rock,http://www.mtv.com/artists/ed-roman/biography
 Don Williams ,http://www.facebook.com/127353167294217,,http://www.don-williams.com/,Country,http://www.cmt.com/artists/don-williams/biography
 Lonestar ,http://www.facebook.com/8246786367,http://www.twitter.com/lonestarband,http://lonestarnow.com,Alternative Country,http://www.cmt.com/artists/lonestar/biography
 Nelly ,http://www.facebook.com/6786218419,http://www.twitter.com/nelly_mo,http://www.nelly.net/,Hip-Hop/Rap,http://www.mtv.com/artists/nelly/biography
 Willie Nelson ,http://www.facebook.com/12597103452,http://www.twitter.com/willienelson,http://www.willienelson.com,Country,http://www.cmt.com/artists/willie-nelson/biography
 Zonke ,,,,,http://www.mtv.com/artists/zonke/biography
 Charli XCX ,http://www.facebook.com/171755106168792,http://www.twitter.com/charli_xcx,http://www.charlixcxmusic.com/,Pop,http://www.mtv.com/artists/charli-xcx/biography
 X Ambassadors ,http://www.facebook.com/154808995020,,http://www.xambassadors.com/,Alternative,http://www.mtv.com/artists/x-ambassadors/biography
 Jessie J ,http://www.facebook.com/145300805513355,http://www.twitter.com/jessiejofficial,http://www.jessiejofficial.com/,Pop,http://www.mtv.com/artists/jessie-j/biography
 Westlife ,http://www.facebook.com/9751385438,http://www.twitter.com/westlifemusic,http://www.westlife.com/global/frontpage?cmdr=ip2country.detected,Pop,http://www.mtv.com/artists/westlife/biography
 Tinashe ,http://www.facebook.com/OfficialTinashe,http://www.twitter.com/tinashe,http://www.tinashenow.com,R&B/Soul,http://www.mtv.com/artists/tinashe/biography
 DMX ,http://www.facebook.com/224574657618962,http://www.twitter.com/dmx,http://www.dmx-official.com,Hip-Hop/Rap,http://www.mtv.com/artists/dmx/biography
 Meek Mill ,http://www.facebook.com/199361046769455,http://www.twitter.com/meekmill,http://www.meekmilldreamteam.com,Hip-Hop,http://www.mtv.com/artists/meek-mill/biography
 Usher ,http://www.facebook.com/6564142497,http://www.twitter.com/usher,http://usherworld.com/,Pop,http://www.mtv.com/artists/usher/biography
 BRANDY CLARK ,http://www.facebook.com/theBrandyClark,http://twitter.com/TheBrandyClark,,Alternative Country,http://www.cmt.com/artists/brandy-clark/biography
 Dolly Parton ,http://www.facebook.com/20470969754,http://www.twitter.com/dollyparton,http://dollypartonentertainment.com,Country,http://www.cmt.com/artists/dolly-parton/biography
 Foo Fighters ,http://www.facebook.com/25098475544,http://www.twitter.com/foofighters,http://www.foofighters.com,Rock,http://www.mtv.com/artists/foo-fighters/biography
 Mark Wills ,http://www.facebook.com/7746416382,http://www.twitter.com/markwillsmusic,http://www.markwills.com/,Country,http://www.cmt.com/artists/mark-wills/biography
 Prince Royce ,,,,,http://www.mtv.com/artists/prince-royce/biography
 Pentatonix ,http://www.facebook.com/Pentatonix,http://twitter.com/ptxofficial,http://www.ptxofficial.com,Pop,http://www.mtv.com/artists/pentatonix/biography
 Flo Rida ,http://www.facebook.com/53856904324,http://www.twitter.com/official_flo,http://officialflo.com,Rap,http://www.mtv.com/artists/flo-rida/biography
 Whitney Houston ,http://www.facebook.com/89579399804,http://www.twitter.com/officialwhitney,http://www.whitneyhouston.com/,Pop,http://www.mtv.com/artists/whitney-houston/biography
 Avril Lavigne ,http://www.facebook.com/5413509299,http://www.twitter.com/avrillavigne,http://www.avrillavigne.com/,Pop,http://www.mtv.com/artists/avril-lavigne/biography
 Pharrell Williams ,http://www.facebook.com/213641182015617,http://www.twitter.com/pharrell,http://iamOTHER.com,Pop,http://www.mtv.com/artists/pharrell-williams/biography
 Dwight Yoakam ,http://www.facebook.com/7178551770,http://www.twitter.com/dwightyoakam,http://www.dwightyoakam.com,Country,http://www.cmt.com/artists/dwight-yoakam/biography
 Lee Brice ,http://www.facebook.com/9651654487,http://www.twitter.com/leebrice,http://www.leebrice.com/,Country,http://www.cmt.com/artists/lee-brice/biography
 Barbara Mandrell ,,,http://www.barbara-mandrell.com/,Country,http://www.cmt.com/artists/barbara-mandrell/biography
 Black Veil Brides ,http://www.facebook.com/29687767833,http://www.twitter.com/blackveilbrides,,Rock,http://www.mtv.com/artists/black-veil-brides/biography
 Jamey Johnson ,http://www.facebook.com/31852080992,http://www.twitter.com/jameyjohnsonal,,Country,http://www.cmt.com/artists/jamey-johnson/biography
 Jimmy Fortune ,,,,,http://www.cmt.com/artists/jimmy-fortune/biography
 YonnieMcfly ,,http://www.twitter.com/yonniemcfly_d,http://www.YonnieMcfly.com,Hip-Hop/Rap,http://www.mtv.com/artists/yonniemcfly/biography
 Johnny Cash ,http://www.facebook.com/8651510029,http://www.twitter.com/http://www.johnnycashonline.com,http://www.johnnycashonline.com,Country,http://www.cmt.com/artists/johnny-cash/biography
 Nick Jonas ,,,,,http://www.mtv.com/artists/nick-jonas/biography
